,name,args
269,k_sem_take,"[('struct k_sem *', 'sem'), ('k_timeout_t', 'timeout')]"
270,k_sleep,"[('k_timeout_t', 'timeout')]"
271,k_stack_alloc_init,"[('struct k_stack *', 'stack'), ('uint32_t', 'num_entries')]"
272,k_stack_pop,"[('struct k_stack *', 'stack'), ('stack_data_t *', 'data'), ('k_timeout_t', 'timeout')]"
273,k_stack_push,"[('struct k_stack *', 'stack'), ('stack_data_t', 'data')]"
274,k_str_out,"[('char *', 'c'), ('size_t', 'n')]"
275,k_thread_abort,"[('k_tid_t', 'thread')]"
276,k_thread_create,"[('struct k_thread *', 'new_thread'), ('k_thread_stack_t *', 'stack'), ('size_t', 'stack_size'), ('k_thread_entry_t', 'entry'), ('void *', 'p1'), ('void *', 'p2'), ('void *', 'p3'), ('int', 'prio'), ('uint32_t', 'options'), ('k_timeout_t', 'delay')]"
277,k_thread_custom_data_get,[]
278,k_thread_custom_data_set,"[('void *', 'value')]"
279,k_thread_deadline_set,"[('k_tid_t', 'thread'), ('int', 'deadline')]"
280,k_thread_join,"[('struct k_thread *', 'thread'), ('k_timeout_t', 'timeout')]"
281,k_thread_name_copy,"[('k_tid_t', 'thread'), ('char *', 'buf'), ('size_t', 'size')]"
282,k_thread_name_set,"[('k_tid_t', 'thread'), ('const char *', 'str')]"
283,k_thread_priority_get,"[('k_tid_t', 'thread')]"
284,k_thread_priority_set,"[('k_tid_t', 'thread'), ('int', 'prio')]"
285,k_thread_resume,"[('k_tid_t', 'thread')]"
286,k_thread_stack_alloc,"[('size_t', 'size'), ('int', 'flags')]"
287,k_thread_stack_free,"[('k_thread_stack_t *', 'stack')]"
288,k_thread_stack_space_get,"[('const struct k_thread *', 'thread'), ('size_t *', 'unused_ptr')]"
289,k_thread_start,"[('k_tid_t', 'thread')]"
290,k_thread_suspend,"[('k_tid_t', 'thread')]"
291,k_thread_timeout_expires_ticks,"[('const struct k_thread *', 't')]"
292,k_thread_timeout_remaining_ticks,"[('const struct k_thread *', 't')]"
293,k_timer_expires_ticks,"[('const struct k_timer *', 'timer')]"
294,k_timer_remaining_ticks,"[('const struct k_timer *', 'timer')]"
295,k_timer_start,"[('struct k_timer *', 'timer'), ('k_timeout_t', 'duration'), ('k_timeout_t', 'period')]"
296,k_timer_status_get,"[('struct k_timer *', 'timer')]"
297,k_timer_status_sync,"[('struct k_timer *', 'timer')]"
298,k_timer_stop,"[('struct k_timer *', 'timer')]"
299,k_timer_user_data_get,"[('const struct k_timer *', 'timer')]"
300,k_timer_user_data_set,"[('struct k_timer *', 'timer'), ('void *', 'user_data')]"
301,k_uptime_ticks,[]
302,k_usleep,"[('int32_t', 'us')]"
303,k_wakeup,"[('k_tid_t', 'thread')]"
304,k_yield,[]
305,kscan_config,"[('const struct device *', 'dev'), ('kscan_callback_t', 'callback')]"
306,kscan_disable_callback,"[('const struct device *', 'dev')]"
307,kscan_enable_callback,"[('const struct device *', 'dev')]"
308,led_blink,"[('const struct device *', 'dev'), ('uint32_t', 'led'), ('uint32_t', 'delay_on'), ('uint32_t', 'delay_off')]"
309,led_get_info,"[('const struct device *', 'dev'), ('uint32_t', 'led'), ('const struct led_info **', 'info')]"
310,led_off,"[('const struct device *', 'dev'), ('uint32_t', 'led')]"
311,led_on,"[('const struct device *', 'dev'), ('uint32_t', 'led')]"
312,led_set_brightness,"[('const struct device *', 'dev'), ('uint32_t', 'led'), ('uint8_t', 'value')]"
313,led_set_channel,"[('const struct device *', 'dev'), ('uint32_t', 'channel'), ('uint8_t', 'value')]"
314,led_set_color,"[('const struct device *', 'dev'), ('uint32_t', 'led'), ('uint8_t', 'num_colors'), ('const uint8_t *', 'color')]"
315,led_write_channels,"[('const struct device *', 'dev'), ('uint32_t', 'start_channel'), ('uint32_t', 'num_channels'), ('const uint8_t *', 'buf')]"
316,log_buffered_cnt,[]
317,log_filter_set,"[('struct log_backend const *const', 'backend'), ('uint32_t', 'domain_id'), ('int16_t', 'source_id'), ('uint32_t', 'level')]"
318,log_frontend_filter_set,"[('int16_t', 'source_id'), ('uint32_t', 'level')]"
319,log_panic,[]
320,log_process,[]
321,maxim_ds3231_get_syncpoint,"[('const struct device *', 'dev'), ('struct maxim_ds3231_syncpoint *', 'syncpoint')]"
322,maxim_ds3231_req_syncpoint,"[('const struct device *', 'dev'), ('struct k_poll_signal *', 'signal')]"
323,mbox_max_channels_get,"[('const struct device *', 'dev')]"
324,mbox_mtu_get,"[('const struct device *', 'dev')]"
325,mbox_send,"[('const struct mbox_channel *', 'channel'), ('const struct mbox_msg *', 'msg')]"
326,mbox_set_enabled,"[('const struct mbox_channel *', 'channel'), ('bool', 'enable')]"
327,mdio_bus_disable,"[('const struct device *', 'dev')]"
328,mdio_bus_enable,"[('const struct device *', 'dev')]"
329,mdio_read,"[('const struct device *', 'dev'), ('uint8_t', 'prtad'), ('uint8_t', 'regad'), ('uint16_t *', 'data')]"
330,mdio_read_c45,"[('const struct device *', 'dev'), ('uint8_t', 'prtad'), ('uint8_t', 'devad'), ('uint16_t', 'regad'), ('uint16_t *', 'data')]"
331,mdio_write,"[('const struct device *', 'dev'), ('uint8_t', 'prtad'), ('uint8_t', 'regad'), ('uint16_t', 'data')]"
332,mdio_write_c45,"[('const struct device *', 'dev'), ('uint8_t', 'prtad'), ('uint8_t', 'devad'), ('uint16_t', 'regad'), ('uint16_t', 'data')]"
333,net_addr_ntop,"[('sa_family_t', 'family'), ('const void *', 'src'), ('char *', 'dst'), ('size_t', 'size')]"
334,net_addr_pton,"[('sa_family_t', 'family'), ('const char *', 'src'), ('void *', 'dst')]"
335,net_eth_get_ptp_clock_by_index,"[('int', 'index')]"
336,net_if_get_by_index,"[('int', 'index')]"
337,net_if_ipv4_addr_add_by_index,"[('int', 'index'), ('struct in_addr *', 'addr'), ('enum net_addr_type', 'addr_type'), ('uint32_t', 'vlifetime')]"
338,net_if_ipv4_addr_lookup_by_index,"[('const struct in_addr *', 'addr')]"
339,net_if_ipv4_addr_rm_by_index,"[('int', 'index'), ('const struct in_addr *', 'addr')]"
340,net_if_ipv4_set_gw_by_index,"[('int', 'index'), ('const struct in_addr *', 'gw')]"
341,net_if_ipv4_set_netmask_by_index,"[('int', 'index'), ('const struct in_addr *', 'netmask')]"
342,net_if_ipv6_addr_add_by_index,"[('int', 'index'), ('struct in6_addr *', 'addr'), ('enum net_addr_type', 'addr_type'), ('uint32_t', 'vlifetime')]"
343,net_if_ipv6_addr_lookup_by_index,"[('const struct in6_addr *', 'addr')]"
344,net_if_ipv6_addr_rm_by_index,"[('int', 'index'), ('const struct in6_addr *', 'addr')]"
345,net_socket_service_register,"[('const struct net_socket_service_desc *', 'service'), ('struct zsock_pollfd *', 'fds'), ('int', 'len'), ('void *', 'user_data')]"
346,nrf_qspi_nor_xip_enable,"[('const struct device *', 'dev'), ('bool', 'enable')]"
347,peci_config,"[('const struct device *', 'dev'), ('uint32_t', 'bitrate')]"
348,peci_disable,"[('const struct device *', 'dev')]"
349,peci_enable,"[('const struct device *', 'dev')]"
350,peci_transfer,"[('const struct device *', 'dev'), ('struct peci_msg *', 'msg')]"
351,ps2_config,"[('const struct device *', 'dev'), ('ps2_callback_t', 'callback_isr')]"
352,ps2_disable_callback,"[('const struct device *', 'dev')]"
353,ps2_enable_callback,"[('const struct device *', 'dev')]"
354,ps2_read,"[('const struct device *', 'dev'), ('uint8_t *', 'value')]"
355,ps2_write,"[('const struct device *', 'dev'), ('uint8_t', 'value')]"
356,ptp_clock_get,"[('const struct device *', 'dev'), ('struct net_ptp_time *', 'tm')]"
357,pwm_capture_cycles,"[('const struct device *', 'dev'), ('uint32_t', 'channel'), ('pwm_flags_t', 'flags'), ('uint32_t *', 'period'), ('uint32_t *', 'pulse'), ('k_timeout_t', 'timeout')]"
358,pwm_disable_capture,"[('const struct device *', 'dev'), ('uint32_t', 'channel')]"
359,pwm_enable_capture,"[('const struct device *', 'dev'), ('uint32_t', 'channel')]"
360,pwm_get_cycles_per_sec,"[('const struct device *', 'dev'), ('uint32_t', 'channel'), ('uint64_t *', 'cycles')]"
361,pwm_set_cycles,"[('const struct device *', 'dev'), ('uint32_t', 'channel'), ('uint32_t', 'period'), ('uint32_t', 'pulse'), ('pwm_flags_t', 'flags')]"
362,reset_line_assert,"[('const struct device *', 'dev'), ('uint32_t', 'id')]"
363,reset_line_deassert,"[('const struct device *', 'dev'), ('uint32_t', 'id')]"
364,reset_line_toggle,"[('const struct device *', 'dev'), ('uint32_t', 'id')]"
365,reset_status,"[('const struct device *', 'dev'), ('uint32_t', 'id'), ('uint8_t *', 'status')]"
366,retained_mem_clear,"[('const struct device *', 'dev')]"
367,retained_mem_read,"[('const struct device *', 'dev'), ('off_t', 'offset'), ('uint8_t *', 'buffer'), ('size_t', 'size')]"
368,retained_mem_size,"[('const struct device *', 'dev')]"
369,retained_mem_write,"[('const struct device *', 'dev'), ('off_t', 'offset'), ('const uint8_t *', 'buffer'), ('size_t', 'size')]"
370,rtc_alarm_get_supported_fields,"[('const struct device *', 'dev'), ('uint16_t', 'id'), ('uint16_t *', 'mask')]"
371,rtc_alarm_get_time,"[('const struct device *', 'dev'), ('uint16_t', 'id'), ('uint16_t *', 'mask'), ('struct rtc_time *', 'timeptr')]"
372,rtc_alarm_is_pending,"[('const struct device *', 'dev'), ('uint16_t', 'id')]"
373,rtc_alarm_set_callback,"[('const struct device *', 'dev'), ('uint16_t', 'id'), ('rtc_alarm_callback', 'callback'), ('void *', 'user_data')]"
374,rtc_alarm_set_time,"[('const struct device *', 'dev'), ('uint16_t', 'id'), ('uint16_t', 'mask'), ('const struct rtc_time *', 'timeptr')]"
375,rtc_get_calibration,"[('const struct device *', 'dev'), ('int32_t *', 'calibration')]"
376,rtc_get_time,"[('const struct device *', 'dev'), ('struct rtc_time *', 'timeptr')]"
377,rtc_set_calibration,"[('const struct device *', 'dev'), ('int32_t', 'calibration')]"
378,rtc_set_time,"[('const struct device *', 'dev'), ('const struct rtc_time *', 'timeptr')]"
379,rtc_update_set_callback,"[('const struct device *', 'dev'), ('rtc_update_callback', 'callback'), ('void *', 'user_data')]"
380,rtio_cqe_copy_out,"[('struct rtio *', 'r'), ('struct rtio_cqe *', 'cqes'), ('size_t', 'cqe_count'), ('k_timeout_t', 'timeout')]"
381,rtio_cqe_get_mempool_buffer,"[('const struct rtio *', 'r'), ('struct rtio_cqe *', 'cqe'), ('uint8_t **', 'buff'), ('uint32_t *', 'buff_len')]"
382,rtio_release_buffer,"[('struct rtio *', 'r'), ('void *', 'buff'), ('uint32_t', 'buff_len')]"
383,rtio_sqe_cancel,"[('struct rtio_sqe *', 'sqe')]"
384,rtio_sqe_copy_in_get_handles,"[('struct rtio *', 'r'), ('const struct rtio_sqe *', 'sqes'), ('struct rtio_sqe **', 'handle'), ('size_t', 'sqe_count')]"
385,rtio_submit,"[('struct rtio *', 'r'), ('uint32_t', 'wait_count')]"
386,sdhc_card_busy,"[('const struct device *', 'dev')]"
387,sdhc_card_present,"[('const struct device *', 'dev')]"
388,sdhc_disable_interrupt,"[('const struct device *', 'dev'), ('int', 'sources')]"
389,sdhc_enable_interrupt,"[('const struct device *', 'dev'), ('sdhc_interrupt_cb_t', 'callback'), ('int', 'sources'), ('void *', 'user_data')]"
390,sdhc_execute_tuning,"[('const struct device *', 'dev')]"
391,sdhc_get_host_props,"[('const struct device *', 'dev'), ('struct sdhc_host_props *', 'props')]"
392,sdhc_hw_reset,"[('const struct device *', 'dev')]"
393,sdhc_request,"[('const struct device *', 'dev'), ('struct sdhc_command *', 'cmd'), ('struct sdhc_data *', 'data')]"
394,sdhc_set_io,"[('const struct device *', 'dev'), ('struct sdhc_io *', 'io')]"
395,sensor_attr_get,"[('const struct device *', 'dev'), ('enum sensor_channel', 'chan'), ('enum sensor_attribute', 'attr'), ('struct sensor_value *', 'val')]"
396,sensor_attr_set,"[('const struct device *', 'dev'), ('enum sensor_channel', 'chan'), ('enum sensor_attribute', 'attr'), ('const struct sensor_value *', 'val')]"
397,sensor_channel_get,"[('const struct device *', 'dev'), ('enum sensor_channel', 'chan'), ('struct sensor_value *', 'val')]"
398,sensor_get_decoder,"[('const struct device *', 'dev'), ('const struct sensor_decoder_api **', 'decoder')]"
399,sensor_reconfigure_read_iodev,"[('struct rtio_iodev *', 'iodev'), ('const struct device *', 'sensor'), ('const enum sensor_channel *', 'channels'), ('size_t', 'num_channels')]"
400,sensor_sample_fetch,"[('const struct device *', 'dev')]"
401,sensor_sample_fetch_chan,"[('const struct device *', 'dev'), ('enum sensor_channel', 'type')]"
402,sip_supervisory_call,"[('const struct device *', 'dev'), ('unsigned long', 'function_id'), ('unsigned long', 'arg0'), ('unsigned long', 'arg1'), ('unsigned long', 'arg2'), ('unsigned long', 'arg3'), ('unsigned long', 'arg4'), ('unsigned long', 'arg5'), ('unsigned long', 'arg6'), ('struct arm_smccc_res *', 'res')]"
403,sip_svc_plat_async_res_req,"[('const struct device *', 'dev'), ('unsigned long *', 'a0'), ('unsigned long *', 'a1'), ('unsigned long *', 'a2'), ('unsigned long *', 'a3'), ('unsigned long *', 'a4'), ('unsigned long *', 'a5'), ('unsigned long *', 'a6'), ('unsigned long *', 'a7'), ('char *', 'buf'), ('size_t', 'size')]"
404,sip_svc_plat_async_res_res,"[('const struct device *', 'dev'), ('struct arm_smccc_res *', 'res'), ('char *', 'buf'), ('size_t *', 'size'), ('uint32_t *', 'trans_id')]"
405,sip_svc_plat_format_trans_id,"[('const struct device *', 'dev'), ('uint32_t', 'client_idx'), ('uint32_t', 'trans_idx')]"
406,sip_svc_plat_free_async_memory,"[('const struct device *', 'dev'), ('struct sip_svc_request *', 'request')]"
407,sip_svc_plat_func_id_valid,"[('const struct device *', 'dev'), ('uint32_t', 'command'), ('uint32_t', 'func_id')]"
408,sip_svc_plat_get_error_code,"[('const struct device *', 'dev'), ('struct arm_smccc_res *', 'res')]"
409,sip_svc_plat_get_trans_idx,"[('const struct device *', 'dev'), ('uint32_t', 'trans_id')]"
410,sip_svc_plat_update_trans_id,"[('const struct device *', 'dev'), ('struct sip_svc_request *', 'request'), ('uint32_t', 'trans_id')]"
411,smbus_block_pcall,"[('const struct device *', 'dev'), ('uint16_t', 'addr'), ('uint8_t', 'cmd'), ('uint8_t', 'snd_count'), ('uint8_t *', 'snd_buf'), ('uint8_t *', 'rcv_count'), ('uint8_t *', 'rcv_buf')]"
412,smbus_block_read,"[('const struct device *', 'dev'), ('uint16_t', 'addr'), ('uint8_t', 'cmd'), ('uint8_t *', 'count'), ('uint8_t *', 'buf')]"
413,smbus_block_write,"[('const struct device *', 'dev'), ('uint16_t', 'addr'), ('uint8_t', 'cmd'), ('uint8_t', 'count'), ('uint8_t *', 'buf')]"
414,smbus_byte_data_read,"[('const struct device *', 'dev'), ('uint16_t', 'addr'), ('uint8_t', 'cmd'), ('uint8_t *', 'byte')]"
415,smbus_byte_data_write,"[('const struct device *', 'dev'), ('uint16_t', 'addr'), ('uint8_t', 'cmd'), ('uint8_t', 'byte')]"
416,smbus_byte_read,"[('const struct device *', 'dev'), ('uint16_t', 'addr'), ('uint8_t *', 'byte')]"
417,smbus_byte_write,"[('const struct device *', 'dev'), ('uint16_t', 'addr'), ('uint8_t', 'byte')]"
418,smbus_configure,"[('const struct device *', 'dev'), ('uint32_t', 'dev_config')]"
419,smbus_get_config,"[('const struct device *', 'dev'), ('uint32_t *', 'dev_config')]"
420,smbus_host_notify_remove_cb,"[('const struct device *', 'dev'), ('struct smbus_callback *', 'cb')]"
421,smbus_pcall,"[('const struct device *', 'dev'), ('uint16_t', 'addr'), ('uint8_t', 'cmd'), ('uint16_t', 'send_word'), ('uint16_t *', 'recv_word')]"
422,smbus_quick,"[('const struct device *', 'dev'), ('uint16_t', 'addr'), ('enum smbus_direction', 'direction')]"
423,smbus_smbalert_remove_cb,"[('const struct device *', 'dev'), ('struct smbus_callback *', 'cb')]"
424,smbus_word_data_read,"[('const struct device *', 'dev'), ('uint16_t', 'addr'), ('uint8_t', 'cmd'), ('uint16_t *', 'word')]"
425,smbus_word_data_write,"[('const struct device *', 'dev'), ('uint16_t', 'addr'), ('uint8_t', 'cmd'), ('uint16_t', 'word')]"
426,spi_release,"[('const struct device *', 'dev'), ('const struct spi_config *', 'config')]"
427,spi_transceive,"[('const struct device *', 'dev'), ('const struct spi_config *', 'config'), ('const struct spi_buf_set *', 'tx_bufs'), ('const struct spi_buf_set *', 'rx_bufs')]"
428,sys_cache_data_flush_and_invd_range,"[('void *', 'addr'), ('size_t', 'size')]"
429,sys_cache_data_flush_range,"[('void *', 'addr'), ('size_t', 'size')]"
430,sys_cache_data_invd_range,"[('void *', 'addr'), ('size_t', 'size')]"
431,sys_clock_hw_cycles_per_sec_runtime_get,[]
432,sys_csrand_get,"[('void *', 'dst'), ('size_t', 'len')]"
433,sys_rand32_get,[]
434,sys_rand_get,"[('void *', 'dst'), ('size_t', 'len')]"
435,syscon_get_base,"[('const struct device *', 'dev'), ('uintptr_t *', 'addr')]"
436,syscon_get_size,"[('const struct device *', 'dev'), ('size_t *', 'size')]"
437,syscon_read_reg,"[('const struct device *', 'dev'), ('uint16_t', 'reg'), ('uint32_t *', 'val')]"
438,syscon_write_reg,"[('const struct device *', 'dev'), ('uint16_t', 'reg'), ('uint32_t', 'val')]"
439,tgpio_pin_config_ext_timestamp,"[('const struct device *', 'dev'), ('uint32_t', 'pin'), ('uint32_t', 'event_polarity')]"
440,tgpio_pin_disable,"[('const struct device *', 'dev'), ('uint32_t', 'pin')]"
441,tgpio_pin_periodic_output,"[('const struct device *', 'dev'), ('uint32_t', 'pin'), ('uint64_t', 'start_time'), ('uint64_t', 'repeat_interval'), ('bool', 'periodic_enable')]"
442,tgpio_pin_read_ts_ec,"[('const struct device *', 'dev'), ('uint32_t', 'pin'), ('uint64_t *', 'timestamp'), ('uint64_t *', 'event_count')]"
443,tgpio_port_get_cycles_per_second,"[('const struct device *', 'dev'), ('uint32_t *', 'cycles')]"
444,tgpio_port_get_time,"[('const struct device *', 'dev'), ('uint64_t *', 'current_time')]"
445,uart_config_get,"[('const struct device *', 'dev'), ('struct uart_config *', 'cfg')]"
446,uart_configure,"[('const struct device *', 'dev'), ('const struct uart_config *', 'cfg')]"
447,uart_drv_cmd,"[('const struct device *', 'dev'), ('uint32_t', 'cmd'), ('uint32_t', 'p')]"
448,uart_err_check,"[('const struct device *', 'dev')]"
449,uart_irq_err_disable,"[('const struct device *', 'dev')]"
450,uart_irq_err_enable,"[('const struct device *', 'dev')]"
451,uart_irq_is_pending,"[('const struct device *', 'dev')]"
452,uart_irq_rx_disable,"[('const struct device *', 'dev')]"
453,uart_irq_rx_enable,"[('const struct device *', 'dev')]"
454,uart_irq_tx_disable,"[('const struct device *', 'dev')]"
455,uart_irq_tx_enable,"[('const struct device *', 'dev')]"
456,uart_irq_update,"[('const struct device *', 'dev')]"
457,uart_line_ctrl_get,"[('const struct device *', 'dev'), ('uint32_t', 'ctrl'), ('uint32_t *', 'val')]"
458,uart_line_ctrl_set,"[('const struct device *', 'dev'), ('uint32_t', 'ctrl'), ('uint32_t', 'val')]"
459,uart_mux_find,"[('int', 'dlci_address')]"
460,uart_poll_in,"[('const struct device *', 'dev'), ('unsigned char *', 'p_char')]"
461,uart_poll_in_u16,"[('const struct device *', 'dev'), ('uint16_t *', 'p_u16')]"
462,uart_poll_out,"[('const struct device *', 'dev'), ('unsigned char', 'out_char')]"
463,uart_poll_out_u16,"[('const struct device *', 'dev'), ('uint16_t', 'out_u16')]"
464,uart_rx_disable,"[('const struct device *', 'dev')]"
465,uart_rx_enable,"[('const struct device *', 'dev'), ('uint8_t *', 'buf'), ('size_t', 'len'), ('int32_t', 'timeout')]"
466,uart_rx_enable_u16,"[('const struct device *', 'dev'), ('uint16_t *', 'buf'), ('size_t', 'len'), ('int32_t', 'timeout')]"
467,uart_tx,"[('const struct device *', 'dev'), ('const uint8_t *', 'buf'), ('size_t', 'len'), ('int32_t', 'timeout')]"
468,uart_tx_abort,"[('const struct device *', 'dev')]"
469,uart_tx_u16,"[('const struct device *', 'dev'), ('const uint16_t *', 'buf'), ('size_t', 'len'), ('int32_t', 'timeout')]"
470,updatehub_autohandler,[]
471,updatehub_confirm,[]
472,updatehub_probe,[]
473,updatehub_reboot,[]
474,updatehub_update,[]
475,user_fault,"[('unsigned int', 'reason')]"
476,w1_change_bus_lock,"[('const struct device *', 'dev'), ('bool', 'lock')]"
477,w1_configure,"[('const struct device *', 'dev'), ('enum w1_settings_type', 'type'), ('uint32_t', 'value')]"
478,w1_get_slave_count,"[('const struct device *', 'dev')]"
479,w1_read_bit,"[('const struct device *', 'dev')]"
480,w1_read_block,"[('const struct device *', 'dev'), ('uint8_t *', 'buffer'), ('size_t', 'len')]"
481,w1_read_byte,"[('const struct device *', 'dev')]"
482,w1_reset_bus,"[('const struct device *', 'dev')]"
483,w1_search_bus,"[('const struct device *', 'dev'), ('uint8_t', 'command'), ('uint8_t', 'family'), ('w1_search_callback_t', 'callback'), ('void *', 'user_data')]"
484,w1_write_bit,"[('const struct device *', 'dev'), ('const bool', 'bit')]"
485,w1_write_block,"[('const struct device *', 'dev'), ('const uint8_t *', 'buffer'), ('size_t', 'len')]"
486,w1_write_byte,"[('const struct device *', 'dev'), ('uint8_t', 'byte')]"
487,wdt_disable,"[('const struct device *', 'dev')]"
488,wdt_feed,"[('const struct device *', 'dev'), ('int', 'channel_id')]"
489,wdt_setup,"[('const struct device *', 'dev'), ('uint8_t', 'options')]"
490,xtensa_user_fault,"[('unsigned int', 'reason')]"
491,z_errno,[]
492,z_log_msg_simple_create_0,"[('const void *', 'source'), ('uint32_t', 'level'), ('const char *', 'fmt')]"
493,z_log_msg_simple_create_1,"[('const void *', 'source'), ('uint32_t', 'level'), ('const char *', 'fmt'), ('uint32_t', 'arg')]"
494,z_log_msg_simple_create_2,"[('const void *', 'source'), ('uint32_t', 'level'), ('const char *', 'fmt'), ('uint32_t', 'arg0'), ('uint32_t', 'arg1')]"
495,z_log_msg_static_create,"[('const void *', 'source'), ('const struct log_msg_desc', 'desc'), ('uint8_t *', 'package'), ('const void *', 'data')]"
496,z_sys_mutex_kernel_lock,"[('struct sys_mutex *', 'mutex'), ('k_timeout_t', 'timeout')]"
497,z_sys_mutex_kernel_unlock,"[('struct sys_mutex *', 'mutex')]"
498,z_zsock_getaddrinfo_internal,"[('const char *', 'host'), ('const char *', 'service'), ('const struct zsock_addrinfo *', 'hints'), ('struct zsock_addrinfo *', 'res')]"
499,zephyr_fputc,"[('int', 'c'), ('FILE *', 'stream')]"
500,zephyr_fwrite,"[('const void *ZRESTRICT', 'ptr'), ('size_t', 'size'), ('size_t', 'nitems'), ('FILE *ZRESTRICT', 'stream')]"
501,zephyr_read_stdin,"[('char *', 'buf'), ('int', 'nbytes')]"
502,zephyr_write_stdout,"[('const void *', 'buf'), ('int', 'nbytes')]"
503,zsock_accept,"[('int', 'sock'), ('struct sockaddr *', 'addr'), ('socklen_t *', 'addrlen')]"
504,zsock_bind,"[('int', 'sock'), ('const struct sockaddr *', 'addr'), ('socklen_t', 'addrlen')]"
505,zsock_close,"[('int', 'sock')]"
506,zsock_connect,"[('int', 'sock'), ('const struct sockaddr *', 'addr'), ('socklen_t', 'addrlen')]"
507,zsock_fcntl,"[('int', 'sock'), ('int', 'cmd'), ('int', 'flags')]"
508,zsock_get_context_object,"[('int', 'sock')]"
509,zsock_gethostname,"[('char *', 'buf'), ('size_t', 'len')]"
510,zsock_getpeername,"[('int', 'sock'), ('struct sockaddr *', 'addr'), ('socklen_t *', 'addrlen')]"
511,zsock_getsockname,"[('int', 'sock'), ('struct sockaddr *', 'addr'), ('socklen_t *', 'addrlen')]"
512,zsock_getsockopt,"[('int', 'sock'), ('int', 'level'), ('int', 'optname'), ('void *', 'optval'), ('socklen_t *', 'optlen')]"
513,zsock_inet_pton,"[('sa_family_t', 'family'), ('const char *', 'src'), ('void *', 'dst')]"
514,zsock_ioctl,"[('int', 'sock'), ('unsigned long', 'request'), ('va_list', 'ap')]"
515,zsock_listen,"[('int', 'sock'), ('int', 'backlog')]"
516,zsock_poll,"[('struct zsock_pollfd *', 'fds'), ('int', 'nfds'), ('int', 'timeout')]"
517,zsock_recvfrom,"[('int', 'sock'), ('void *', 'buf'), ('size_t', 'max_len'), ('int', 'flags'), ('struct sockaddr *', 'src_addr'), ('socklen_t *', 'addrlen')]"
518,zsock_recvmsg,"[('int', 'sock'), ('struct msghdr *', 'msg'), ('int', 'flags')]"
519,zsock_select,"[('int', 'nfds'), ('zsock_fd_set *', 'readfds'), ('zsock_fd_set *', 'writefds'), ('zsock_fd_set *', 'exceptfds'), ('struct zsock_timeval *', 'timeout')]"
520,zsock_sendmsg,"[('int', 'sock'), ('const struct msghdr *', 'msg'), ('int', 'flags')]"
521,zsock_sendto,"[('int', 'sock'), ('const void *', 'buf'), ('size_t', 'len'), ('int', 'flags'), ('const struct sockaddr *', 'dest_addr'), ('socklen_t', 'addrlen')]"
522,zsock_setsockopt,"[('int', 'sock'), ('int', 'level'), ('int', 'optname'), ('const void *', 'optval'), ('socklen_t', 'optlen')]"
523,zsock_shutdown,"[('int', 'sock'), ('int', 'how')]"
524,zsock_socket,"[('int', 'family'), ('int', 'type'), ('int', 'proto')]"
525,zsock_socketpair,"[('int', 'family'), ('int', 'type'), ('int', 'proto'), ('int *', 'sv')]"
526,__posix_clock_get_base,"[('clockid_t', 'clock_id'), ('struct timespec *', 'ts')]"
